cas,name,smi,product_id,pack_size_min,price,availability,price_per_gram,NH2_num,term_acetylene_num,N3_num,14sub_123triazole_num
854262-01-4,Propargyl ALPHA-D-mannopyranoside,C#CCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,BD766363,25mg,453.05,InStock,18122.0,0.0,1.0,0.0,0.0
906564-59-8,"2,5-Dioxopyrrolidin-1-yl hex-5-ynoate",C#CCCCC(=O)ON1C(=O)CCC1=O,BD766850,250mg,196.95,InStock,787.8,0.0,1.0,0.0,0.0
27943-46-0,2-((2-Methylbut-3-yn-2-yl)oxy)tetrahydro-2H-pyran,C#CC(C)(C)OC1CCCCO1,BD76842,250mg,18.85,InStock,75.4,0.0,1.0,0.0,0.0
1357281-69-6,4-Ethynyl-3-methylbenzoic acid,C#Cc1ccc(C(=O)O)cc1C,BD768583,100mg,110.5,InStock,1105.0,0.0,1.0,0.0,0.0
2168559-67-7,2-Chloro-4-ethynylbenzoic acid,C#Cc1ccc(C(=O)O)c(Cl)c1,BD768610,100mg,140.4,InStock,1404.0,0.0,1.0,0.0,0.0
1859379-85-3,3-(2-(Prop-2-yn-1-yloxy)ethoxy)propanoic acid,C#CCOCCOCCC(=O)O,BD768644,100mg,38.35,InStock,383.5,0.0,1.0,0.0,0.0
71866-86-9,"4,4''-Diethynyl-5'-(4-ethynylphenyl)-1,1':3',1''-terphenyl",C#Cc1ccc(-c2cc(-c3ccc(C#C)cc3)cc(-c3ccc(C#C)cc3)c2)cc1,BD768662,100mg,35.1,InStock,351.0,0.0,3.0,0.0,0.0
1379277-37-8,2-Ethynyl-4-fluoropyridine,C#Cc1cc(F)ccn1,BD00714247,100mg,426.4,InStock,4264.0,0.0,1.0,0.0,0.0
1260829-25-1,2-Chloro-1-ethynyl-4-nitrobenzene,C#Cc1ccc([N+](=O)[O-])cc1Cl,BD00732592,100mg,88.4,InStock,884.0,0.0,1.0,0.0,0.0
1060816-39-8,4-Ethynyl-2-methoxypyridine,C#Cc1ccnc(OC)c1,BD00740490,100mg,354.25,InStock,3542.5,0.0,1.0,0.0,0.0
2288710-39-2,6-(2-(Methylsulfonyl)pyrimidin-5-yl)-N-(prop-2-yn-1-yl)hex-5-ynamide,C#CCNC(=O)CCCC#Cc1cnc(S(C)(=O)=O)nc1,BD00745932,100mg,133.25,InStock,1332.5,0.0,1.0,0.0,0.0
43001-25-8,4-Iodo-1-butyne,C#CCCI,BD00748460,100mg,248.3,InStock,2483.0,0.0,1.0,0.0,0.0
1010422-58-8,5-Ethynyl-2-fluoroaniline,C#Cc1ccc(F)c(N)c1,BD00752562,100mg,140.4,InStock,1404.0,1.0,1.0,0.0,0.0
22128-43-4,4-Methyl-1-octyn-4-ol,C#CCC(C)(O)CCCC,BD00760709,250mg,74.75,InStock,299.0,0.0,1.0,0.0,0.0
10602-08-1,(2-Ethynylphenyl)methanol,C#Cc1ccccc1CO,BD00763192,100mg,136.5,InStock,1365.0,0.0,1.0,0.0,0.0
1401685-43-5,2-Ethynyl-3-fluoropyridine,C#Cc1ncccc1F,BD00764736,100mg,81.25,InStock,812.5,0.0,1.0,0.0,0.0
1451262-84-2,tert-Butyl oct-7-yn-1-ylcarbamate,C#CCCCCCCNC(=O)OC(C)(C)C,BD00766697,100mg,403.0,InStock,4030.0,0.0,1.0,0.0,0.0
1196152-08-5,4-Ethynylpyridin-2(1H)-one,C#Cc1cc[nH]c(=O)c1,BD00767008,50mg,336.7,InStock,6734.0,0.0,1.0,0.0,0.0
301185-41-1,tert-Butyl 4-(prop-2-yn-1-yl)piperidine-1-carboxylate,C#CCC1CCN(C(=O)OC(C)(C)C)CC1,BD00767295,100mg,228.15,InStock,2281.5,0.0,1.0,0.0,0.0
177991-01-4,Tetrakis(4-ethynylphenyl)methane,C#Cc1ccc(C(c2ccc(C#C)cc2)(c2ccc(C#C)cc2)c2ccc(C#C)cc2)cc1,BD00767306,100mg,505.05,InStock,5050.5,0.0,4.0,0.0,0.0
1196156-05-4,5-Ethynylpyridin-2(1H)-one,C#Cc1ccc(=O)[nH]c1,BD00768765,100mg,219.7,InStock,2197.0,0.0,1.0,0.0,0.0
1310384-76-9,"2-Ethynyl-6-methyl-1,3,6,2-dioxazaborocane-4,8-dione",C#CB1OC(=O)CN(C)CC(=O)O1,BD00775755,100mg,142.35,InStock,1423.5,0.0,1.0,0.0,0.0
208827-90-1,Triethylene Glycol Mono(2-propynyl) Ether,C#CCOCCOCCOCCO,BD00779756,100mg,41.6,InStock,416.0,0.0,1.0,0.0,0.0
30413-53-7,3-Ethynyl-5-methylpyridine,C#Cc1cncc(C)c1,BD00780285,100mg,185.25,InStock,1852.5,0.0,1.0,0.0,0.0
869349-15-5,(R)-1-Methyl-prop-2-ynylamine hydrochloride,C#C[C@@H](C)N.Cl,BD00781241,100mg,705.9,InStock,7059.0,1.0,1.0,0.0,0.0
10297-09-3,Oct-7-ynoic acid,C#CCCCCCC(=O)O,BD00784158,100mg,152.1,InStock,1521.0,0.0,1.0,0.0,0.0
1080496-42-9,4-Propargyloxy-L-phenylalanine,C#CCOc1ccc(C[C@H](N)C(=O)O)cc1,BD00784779,100mg,377.0,InStock,3770.0,1.0,1.0,0.0,0.0
185986-76-9,tert-Butyl pent-4-ynoate,C#CCCC(=O)OC(C)(C)C,BD00785163,100mg,97.5,InStock,975.0,0.0,1.0,0.0,0.0
34596-36-6,"1,4-Bis(2-propynyloxy)benzene",C#CCOc1ccc(OCC#C)cc1,BD00787425,250mg,133.9,InStock,535.6,0.0,2.0,0.0,0.0
1609651-90-2,"3-(2,5-Dioxo-2,5-dihydro-1H-pyrrol-1-yl)-N-(3,6,9,12-tetraoxapentadec-14-yn-1-yl)propanamide",C#CCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O,BD00787636,100mg,209.95,InStock,2099.5,0.0,1.0,0.0,0.0
101248-36-6,Ethyl 4-(prop-2-ynylamino)benzoate,C#CCNc1ccc(C(=O)OCC)cc1,BD00787722,250mg,76.7,InStock,306.8,0.0,1.0,0.0,0.0
1549050-50-1,4-Ethynylcyclohexanone,C#CC1CCC(=O)CC1,BD00792670,100mg,524.55,InStock,5245.5,0.0,1.0,0.0,0.0
18542-45-5,1-(2-Propynyloxy)naphthalene,C#CCOc1cccc2ccccc12,BD00793326,100mg,108.55,InStock,1085.5,0.0,1.0,0.0,0.0
1240785-42-5,"1,2-Bis(4-ethynylphenyl)-1,2-diphenylethene",C#Cc1ccc(C(=C(c2ccccc2)c2ccc(C#C)cc2)c2ccccc2)cc1,BD00795187,250mg,229.45,InStock,917.8,0.0,2.0,0.0,0.0
1333880-60-6,tert-Butyl (2-(2-(2-(prop-2-yn-1-yloxy)ethoxy)ethoxy)ethyl)carbamate,C#CCOCCOCCOCCNC(=O)OC(C)(C)C,BD00796726,100mg,44.85,InStock,448.5,0.0,1.0,0.0,0.0
26627-36-1,"1,3-Bis(2-propynyloxy)benzene",C#CCOc1cccc(OCC#C)c1,BD00797469,100mg,70.2,InStock,702.0,0.0,2.0,0.0,0.0
209395-32-4,"1-(Prop-2-yn-1-yl)-1H-pyrrole-2,5-dione",C#CCN1C(=O)C=CC1=O,BD00798755,100mg,152.1,InStock,1521.0,0.0,1.0,0.0,0.0
137000-66-9,"1,4-Diethynyl-2-fluorobenzene",C#Cc1ccc(C#C)c(F)c1,BD00800997,250mg,366.6,InStock,1466.4,0.0,2.0,0.0,0.0
1013921-36-2,"3,6,9,12-Tetraoxapentadec-14-yn-1-amine",C#CCOCCOCCOCCOCCN,BD00802699,100mg,82.55,InStock,825.5,1.0,1.0,0.0,0.0
2140866-79-9,5-(4-(4-(Prop-2-yn-1-yloxy)benzoyl)phenoxy)pentanoic acid,C#CCOc1ccc(C(=O)c2ccc(OCCCCC(=O)O)cc2)cc1,BD00803879,100mg,213.85,InStock,2138.5,0.0,1.0,0.0,0.0
2682-32-8,N-Methylprop-2-ynamide,C#CC(=O)NC,BD00804252,1g,2057.25,InStock,2057.25,0.0,1.0,0.0,0.0
634926-63-9,tert-Butyl (2-(prop-2-yn-1-yloxy)ethyl)carbamate,C#CCOCCNC(=O)OC(C)(C)C,BD00804405,250mg,118.95,InStock,475.8,0.0,1.0,0.0,0.0
2227272-78-6,5-Ethynyl-3-phenylpyrazin-2-amine,C#Cc1cnc(N)c(-c2ccccc2)n1,BD00805425,100mg,615.55,InStock,6155.5,1.0,1.0,0.0,0.0
1262681-31-1,ACetylene-PEG4-biotin conjugate,C#CCOCCOCCOCCOCCNC(=O)CCCCC1SCC2NC(=O)NC21,BD00808704,50mg,714.35,InStock,14287.0,0.0,1.0,0.0,0.0
123523-58-0,N-(Prop-2-yn-1-yl)acrylamide,C#CCNC(=O)C=C,BD00810402,100mg,341.25,InStock,3412.5,0.0,1.0,0.0,0.0
1807537-27-4,O-(2-(2-(2-(Prop-2-yn-1-yloxy)ethoxy)ethoxy)ethyl)hydroxylamine,C#CCOCCOCCOCCON,BD00810668,100mg,239.2,InStock,2392.0,1.0,1.0,0.0,0.0
1450754-37-6,3-(3-(But-3-yn-1-yl)-3H-diazirin-3-yl)propanoic acid,C#CCCC1(CCC(=O)O)N=N1,BD00810865,10mg,819.0,InStock,81900.0,0.0,1.0,0.0,0.0
1036204-60-0,"3,6,9,12,15-Pentaoxaoctadec-17-yn-1-ol",C#CCOCCOCCOCCOCCOCCO,BD00811053,100mg,62.4,InStock,624.0,0.0,1.0,0.0,0.0
1211588-35-0,6-Ethynylnicotinonitrile,C#Cc1ccc(C#N)cn1,BD00811217,100mg,330.2,InStock,3302.0,0.0,1.0,0.0,0.0
944560-99-0,"3,6,9,12,15,18-Hexaoxahenicos-20-yn-1-ol",C#CCOCCOCCOCCOCCOCCOCCO,BD00811831,250mg,141.7,InStock,566.8,0.0,1.0,0.0,0.0
122116-12-5,2-(2-Propynyloxy)ethylamine,C#CCOCCN,BD00812536,100mg,55.9,InStock,559.0,1.0,1.0,0.0,0.0
98021-61-5,2-(Prop-2-ynyloxy)acetic acid,C#CCOCC(=O)O,BD00812909,250mg,390.0,InStock,1560.0,0.0,1.0,0.0,0.0
63093-41-4,Ethyl pent-4-ynoate,C#CCCC(=O)OCC,BD00813427,250mg,18.2,InStock,72.8,0.0,1.0,0.0,0.0
96184-86-0,"8-Ethynyl-1,4-dioxaspiro[4.5]decane",C#CC1CCC2(CC1)OCCO2,BD00817244,250mg,135.85,InStock,543.4,0.0,1.0,0.0,0.0
92866-00-7,1-Ethynyl-4-(phenylethynyl)benzene,C#Cc1ccc(C#Cc2ccccc2)cc1,BD00826013,100mg,76.05,InStock,760.5,0.0,1.0,0.0,0.0
944561-45-9,2-(2-(Prop-2-yn-1-yloxy)ethoxy)acetic acid,C#CCOCCOCC(=O)O,BD00828295,100mg,369.85,InStock,3698.5,0.0,1.0,0.0,0.0
185378-83-0,"4,7,10,13,16,19-Hexaoxadocosa-1,21-diyne",C#CCOCCOCCOCCOCCOCCOCC#C,BD00828454,100mg,213.2,InStock,2132.0,0.0,2.0,0.0,0.0
1211533-87-7,5-Ethynylpyridine-3-carboxylic acid,C#Cc1cncc(C(=O)O)c1,BD00829416,250mg,96.2,InStock,384.8,0.0,1.0,0.0,0.0
15252-44-5,Pent-4-yn-1-amine,C#CCCCN,BD00829513,100mg,198.25,InStock,1982.5,1.0,1.0,0.0,0.0
3463-33-0,1-(2-Chlorophenyl)prop-2-yn-1-one,C#CC(=O)c1ccccc1Cl,BD00836698,100mg,284.7,InStock,2847.0,0.0,1.0,0.0,0.0
2055014-96-3,Propargyl-Peg8-t-Butyl ester,C#CCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)OC(C)(C)C,BD00839602,100mg,654.55,InStock,6545.5,0.0,1.0,0.0,0.0
1807503-80-5,tert-Butyl 3-(2-(prop-2-yn-1-yloxy)ethoxy)propanoate,C#CCOCCOCCC(=O)OC(C)(C)C,BD00842782,100mg,92.3,InStock,923.0,0.0,1.0,0.0,0.0
1589522-46-2,"3,6,9,12,15-Pentaoxaoctadec-17-yn-1-amine",C#CCOCCOCCOCCOCCOCCN,BD00843117,100mg,61.75,InStock,617.5,1.0,1.0,0.0,0.0
1835759-78-8,"O-(3,6,9,12-Tetraoxapentadec-14-yn-1-yl)hydroxylamine",C#CCOCCOCCOCCOCCON,BD00843554,100mg,98.15,InStock,981.5,1.0,1.0,0.0,0.0
1308299-09-3,"1-Bromo-3,6,9,12-tetraoxapentadec-14-yne",C#CCOCCOCCOCCOCCBr,BD00844250,100mg,117.0,InStock,1170.0,0.0,1.0,0.0,0.0
2093152-77-1,"2,5-Dioxopyrrolidin-1-yl 4,7,10,13,16,19,22-heptaoxapentacos-24-yn-1-oate",C#CCOCCOCCOCCOCCOCCOCCOCCC(=O)ON1C(=O)CCC1=O,BD00844502,100mg,374.4,InStock,3744.0,0.0,1.0,0.0,0.0
1951438-84-8,Propargyl-peg6-acid,C#CCOCCOCCOCCOCCOCCOCCC(=O)O,BD00846742,100mg,334.75,InStock,3347.5,0.0,1.0,0.0,0.0
869310-84-9,tert-Butyl (2-(2-(prop-2-yn-1-yloxy)ethoxy)ethyl)carbamate,C#CCOCCOCCNC(=O)OC(C)(C)C,BD00847455,100mg,53.3,InStock,533.0,0.0,1.0,0.0,0.0
1005500-75-3,"N-Ethynyl-N,4-dimethylbenzenesulfonamide",C#CN(C)S(=O)(=O)c1ccc(C)cc1,BD00851125,250mg,62.4,InStock,249.6,0.0,1.0,0.0,0.0
3973-17-9,1-(Prop-2-yn-1-yloxy)propan-2-ol,C#CCOCC(C)O,BD00857091,25g,21.45,InStock,0.86,0.0,1.0,0.0,0.0
2112737-90-1,"tert-Butyl 3,6,9,12,15,18,21-heptaoxatetracos-23-yn-1-ylcarbamate",C#CCOCCOCCOCCOCCOCCOCCOCCNC(=O)OC(C)(C)C,BD00857509,100mg,95.55,InStock,955.5,0.0,1.0,0.0,0.0
932741-19-0,Propargyl-PeG3-amine,C#CCOCCOCCOCCN=[N+]=[N-],BD00860954,100mg,135.85,InStock,1358.5,0.0,1.0,1.0,0.0
944561-46-0,2-(2-(2-(Prop-2-yn-1-yloxy)ethoxy)ethoxy)acetic acid,C#CCOCCOCCOCC(=O)O,BD00862916,100mg,152.1,InStock,1521.0,0.0,1.0,0.0,0.0
2102410-05-7,Methyl 3-ethynylcyclopentane-1-carboxylate,C#CC1CCC(C(=O)OC)C1,BD00864730,50mg,998.4,InStock,19968.0,0.0,1.0,0.0,0.0
157022-35-0,1-Phenylprop-2-yn-1-amine hydrochloride,C#CC(N)c1ccccc1.Cl,BD00866321,100mg,444.6,InStock,4446.0,1.0,1.0,0.0,0.0
2182601-74-5,"2,5-Dioxopyrrolidin-1-yl 4,7,10,13,16,19,22,25-octaoxaoctacos-27-yn-1-oate",C#CCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)ON1C(=O)CCC1=O,BD00866825,100mg,168.35,InStock,1683.5,0.0,1.0,0.0,0.0
164118-56-3,3-(2-Iodoethoxy)prop-1-yne,C#CCOCCI,BD00877033,250mg,96.85,InStock,387.4,0.0,1.0,0.0,0.0
1423705-50-3,Methyl 1-ethynylcyclopropane-1-carboxylate,C#CC1(C(=O)OC)CC1,BD00891743,100mg,520.65,InStock,5206.5,0.0,1.0,0.0,0.0
351002-91-0,1-(Bromomethyl)-4-ethynylbenzene,C#Cc1ccc(CBr)cc1,BD00918174,100mg,347.75,InStock,3477.5,0.0,1.0,0.0,0.0
10601-98-6,1-(Chloromethyl)-4-ethynylbenzene,C#Cc1ccc(CCl)cc1,BD00918412,100mg,222.3,InStock,2223.0,0.0,1.0,0.0,0.0
1059705-07-5,5-Ethynyl-2-methoxypyrimidine,C#Cc1cnc(OC)nc1,BD00921122,50mg,275.6,InStock,5512.0,0.0,1.0,0.0,0.0
950984-75-5,(Prop-2-yn-1-yl)bis[(pyridin-2-yl)methyl]amine,C#CCN(Cc1ccccn1)Cc1ccccn1,BD00924607,100mg,367.9,InStock,3679.0,0.0,1.0,0.0,0.0
16156-58-4,Propargyl methanesulfonate ester,C#CCOS(C)(=O)=O,BD00925558,1g,31.2,InStock,31.2,0.0,1.0,0.0,0.0
1410810-55-7,(3-Ethynylcyclopentyl)methanol,C#CC1CCC(CO)C1,BD00933949,100mg,421.85,InStock,4218.5,0.0,1.0,0.0,0.0
89635-82-5,"2,5,8,11-Tetraoxatetradec-13-yne",C#CCOCCOCCOCCOC,BD00940399,250mg,130.0,InStock,520.0,0.0,1.0,0.0,0.0
1340156-26-4,4-Ethynyl-1-propyl-1H-pyrazole,C#Cc1cnn(CCC)c1,BD00946981,100mg,446.55,InStock,4465.5,0.0,1.0,0.0,0.0
1287660-82-5,3-(2-(2-Bromoethoxy)ethoxy)prop-1-yne,C#CCOCCOCCBr,BD00948002,100mg,71.5,InStock,715.0,0.0,1.0,0.0,0.0
41006-87-5,"N,N-Dimethylpent-4-yn-1-amine",C#CCCCN(C)C,BD00948561,100mg,646.75,InStock,6467.5,0.0,1.0,0.0,0.0
874459-94-6,[3-(2-Propyn-1-ylcarbamoyl)phenyl]boronic acid,C#CCNC(=O)c1cccc(B(O)O)c1,BD00952264,100mg,142.35,InStock,1423.5,0.0,1.0,0.0,0.0
31995-08-1,3-(2-Methoxyethoxy)prop-1-yne,C#CCOCCOC,BD00953737,100mg,195.0,InStock,1950.0,0.0,1.0,0.0,0.0
41876-72-6,4-(4-Ethynylphenyl)morpholine,C#Cc1ccc(N2CCOCC2)cc1,BD00954387,25mg,576.55,InStock,23062.0,0.0,1.0,0.0,0.0
73448-14-3,tert-Butyl hex-5-ynoate,C#CCCCC(=O)OC(C)(C)C,BD00955556,100mg,111.15,InStock,1111.5,0.0,1.0,0.0,0.0
40842-04-4,"1,2-Bis(2-propynyloxy)ethane",C#CCOCCOCC#C,BD00968801,250mg,52.65,InStock,210.6,0.0,2.0,0.0,0.0
1383604-96-3,2-(Prop-2-yn-1-yloxy)ethan-1-amine hydrochloride,C#CCOCCN.Cl,BD00978701,100mg,164.45,InStock,1644.5,1.0,1.0,0.0,0.0
86101-48-6,"2,2-Dimethylpent-4-ynoic acid",C#CCC(C)(C)C(=O)O,BD00985546,100mg,618.8,InStock,6188.0,0.0,1.0,0.0,0.0
51176-48-8,[4-(Prop-2-yn-1-yl)phenyl]methanol,C#CCc1ccc(CO)cc1,BD00994583,50mg,471.25,InStock,9425.0,0.0,1.0,0.0,0.0
936644-39-2,But-3-yne-1-sulfonyl chloride,C#CCCS(=O)(=O)Cl,BD01003223,100mg,264.55,InStock,2645.5,0.0,1.0,0.0,0.0
756895-72-4,1-Chloro-4-ethynyl-2-fluoro-benzene,C#Cc1ccc(Cl)c(F)c1,BD01003356,100mg,315.9,InStock,3159.0,0.0,1.0,0.0,0.0
14256-74-7,1-(But-3-yn-1-yl)piperidine,C#CCCN1CCCCC1,BD01007585,250mg,299.65,InStock,1198.6,0.0,1.0,0.0,0.0
81294-10-2,2-Ethynyl-5-methylthiophene,C#Cc1ccc(C)s1,BD01012957,100mg,272.35,InStock,2723.5,0.0,1.0,0.0,0.0
573982-84-0,1-Ethynyl-3-methanesulfonylbenzene,C#Cc1cccc(S(C)(=O)=O)c1,BD01013385,50mg,89.7,InStock,1794.0,0.0,1.0,0.0,0.0
21792-52-9,"1,2-Diethynylbenzene",C#Cc1ccccc1C#C,BD01016156,100mg,250.9,InStock,2509.0,0.0,2.0,0.0,0.0
1567114-39-9,1-(Difluoromethyl)-4-ethynylbenzene,C#Cc1ccc(C(F)F)cc1,BD01016223,100mg,861.25,InStock,8612.5,0.0,1.0,0.0,0.0
55183-45-4,Hex-5-ynoyl chloride,C#CCCCC(=O)Cl,BD01024829,100mg,329.55,InStock,3295.5,0.0,1.0,0.0,0.0
67448-64-0,Pent-4-yne-1-sulfonyl chloride,C#CCCCS(=O)(=O)Cl,BD01027137,100mg,746.2,InStock,7462.0,0.0,1.0,0.0,0.0
1057670-09-3,"5-Ethynyl-2,3-dimethylthiophene",C#Cc1cc(C)c(C)s1,BD01027651,100mg,475.8,InStock,4758.0,0.0,1.0,0.0,0.0
1219827-56-1,tert-Butyl 4-(prop-2-yn-1-yloxy)piperidine-1-carboxylate,C#CCOC1CCN(C(=O)OC(C)(C)C)CC1,BD01032839,100mg,303.55,InStock,3035.5,0.0,1.0,0.0,0.0
1187368-95-1,Prop-2-yn-1-ylhydrazine hydrochloride,C#CCNN.Cl,BD01046051,100mg,390.0,InStock,3900.0,1.0,1.0,0.0,0.0
1019586-19-6,3-Ethynyl-N-(thiophen-2-ylmethyl)aniline,C#Cc1cccc(NCc2cccs2)c1,BD01058363,100mg,257.4,InStock,2574.0,0.0,1.0,0.0,0.0
1221722-25-3,2-Amino-N-(prop-2-yn-1-yl)acetamide hydrochloride,C#CCNC(=O)CN.Cl,BD01061797,100mg,83.85,InStock,838.5,1.0,1.0,0.0,0.0
1030262-99-7,"N-((2R,3R,4S,5R)-3,4,5,6-Tetrahydroxy-1-oxohexan-2-yl)pent-4-ynamide",C#CCCC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,BD01069450,50mg,357.5,InStock,7150.0,0.0,1.0,0.0,0.0
1057670-00-4,2-Ethyl-5-ethynylthiophene,C#Cc1ccc(CC)s1,BD01069498,100mg,573.95,InStock,5739.5,0.0,1.0,0.0,0.0
1332585-62-2,"2-(3,4-Dihydroxyphenyl)-N-(prop-2-yn-1-yl)acetamide",C#CCNC(=O)Cc1ccc(O)c(O)c1,BD01073202,100mg,154.05,InStock,1540.5,0.0,1.0,0.0,0.0
111600-89-6,4-Ethynylthiazole,C#Cc1cscn1,BD01077624,100mg,348.4,InStock,3484.0,0.0,1.0,0.0,0.0
911398-04-4,1-(But-3-yn-1-yl)piperazine,C#CCCN1CCNCC1,BD01078891,250mg,252.2,InStock,1008.8,0.0,1.0,0.0,0.0
81216-13-9,8-Bromooct-1-yne,C#CCCCCCCBr,BD01080081,100mg,148.85,InStock,1488.5,0.0,1.0,0.0,0.0
127798-29-2,"3-Ethynyl-2,5-dimethylthiophene",C#Cc1cc(C)sc1C,BD01080956,100mg,390.0,InStock,3900.0,0.0,1.0,0.0,0.0
18512-55-5,"9,10-Diethynylanthracene",C#Cc1c2ccccc2c(C#C)c2ccccc12,BD01083552,100mg,265.85,InStock,2658.5,0.0,2.0,0.0,0.0
77778-20-2,3-Ethynyl-6-methyl-pyridazine,C#Cc1ccc(C)nn1,BD01084482,25mg,534.95,InStock,21398.0,0.0,1.0,0.0,0.0
2193065-31-3,1-(3-Fluorophenyl)but-3-yn-2-amine hydrochloride,C#CC(N)Cc1cccc(F)c1.Cl,BD01088129,50mg,339.3,InStock,6786.0,1.0,1.0,0.0,0.0
103596-31-2,N-(1-(4-Fluorophenyl)propan-2-yl)-N-methylprop-2-yn-1-amine hydrochloride,C#CCN(C)C(C)Cc1ccc(F)cc1.Cl,BD01090921,25mg,1302.6,InStock,52104.0,0.0,1.0,0.0,0.0
160240-15-3,"5,10,15,20-Tetrakis(4-ethynylphenyl)-21H,23H-porphine",C#Cc1ccc(-c2c3nc(c(-c4ccc(C#C)cc4)c4ccc([nH]4)c(-c4ccc(C#C)cc4)c4nc(c(-c5ccc(C#C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,BD01091442,100mg,375.7,InStock,3757.0,0.0,4.0,0.0,0.0
905926-85-4,(2-Ethynylphenyl)boronic acid,C#Cc1ccccc1B(O)O,BD01094129,100mg,73.45,InStock,734.5,0.0,1.0,0.0,0.0
128834-29-7,"1,4-Dibutoxy-2,5-diethynylbenzene",C#Cc1cc(OCCCC)c(C#C)cc1OCCCC,BD01095577,100mg,171.6,InStock,1716.0,0.0,2.0,0.0,0.0
74029-40-6,"1,4-Diethynyl-2,5-dimethoxybenzene",C#Cc1cc(OC)c(C#C)cc1OC,BD01096773,100mg,108.55,InStock,1085.5,0.0,2.0,0.0,0.0
65211-56-5,2-(Prop-2-yn-1-yloxy)benzonitrile,C#CCOc1ccccc1C#N,BD01099502,100mg,206.7,InStock,2067.0,0.0,1.0,0.0,0.0
917222-23-2,"2,5-Dioxopyrrolidin-1-yl hept-6-ynoate",C#CCCCCC(=O)ON1C(=O)CCC1=O,BD01103379,100mg,86.45,InStock,864.5,0.0,1.0,0.0,0.0
70603-31-5,"1,2,4,5-Tetraethynylbenzene",C#Cc1cc(C#C)c(C#C)cc1C#C,BD01104047,250mg,387.4,InStock,1549.6,0.0,4.0,0.0,0.0
153033-27-3,"1,4-Diethynyl-2,5-bis(octyloxy)benzene",C#Cc1cc(OCCCCCCCC)c(C#C)cc1OCCCCCCCC,BD01105323,100mg,176.15,InStock,1761.5,0.0,2.0,0.0,0.0
108545-38-6,Ethyl hex-5-ynoate,C#CCCCC(=O)OCC,BD01105427,100mg,357.5,InStock,3575.0,0.0,1.0,0.0,0.0
2227450-68-0,"5-((3aS,4S,6aR)-2-Oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)-N-(2-(2-(prop-2-yn-1-yloxy)ethoxy)ethyl)pentanamide",C#CCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,BD01110933,100mg,679.25,InStock,6792.5,0.0,1.0,0.0,0.0
1097874-78-6,"1-Ethynyl-2,4,5-trifluorobenzene",C#Cc1cc(F)c(F)cc1F,BD01111388,100mg,241.8,InStock,2418.0,0.0,1.0,0.0,0.0
4863-90-5,"1,1,2,2-Tetrakis(4-ethynylphenyl)ethene",C#Cc1ccc(C(=C(c2ccc(C#C)cc2)c2ccc(C#C)cc2)c2ccc(C#C)cc2)cc1,BD01113907,100mg,271.7,InStock,2717.0,0.0,4.0,0.0,0.0
1895922-69-6,O-(2-(Prop-2-yn-1-yloxy)ethyl)hydroxylamine,C#CCOCCON,BD01115574,100mg,118.95,InStock,1189.5,1.0,1.0,0.0,0.0
1185100-09-7,4-(Prop-2-yn-1-yloxy)piperidine hydrochloride,C#CCOC1CCNCC1.Cl,BD01115707,100mg,397.15,InStock,3971.5,0.0,1.0,0.0,0.0
1824338-70-6,5-Cyclopropyl-2-ethynylpyridine,C#Cc1ccc(C2CC2)cn1,BD01126880,50mg,512.85,InStock,10257.0,0.0,1.0,0.0,0.0
2383018-88-8,"2,7-Diethynyl-4,4,9,9-tetrahexyl-4,9-dihydro-s-indaceno[1,2-b:5,6-b']dithiophene",C#Cc1cc2c(s1)-c1cc3c(cc1C2(CCCCCC)CCCCCC)-c1sc(C#C)cc1C3(CCCCCC)CCCCCC,BD01132148,100mg,616.2,InStock,6162.0,0.0,2.0,0.0,0.0
81216-14-0,7-Bromohept-1-yne,C#CCCCCCBr,BD01133196,250mg,216.45,InStock,865.8,0.0,1.0,0.0,0.0
1421701-68-9,"5-((3AS,4S,6aR)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)-N-(2-(2-(2-(prop-2-yn-1-yloxy)ethoxy)ethoxy)ethyl)pentanamide",C#CCOCCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,BD01136798,100mg,679.25,InStock,6792.5,0.0,1.0,0.0,0.0
1208395-99-6,(4-Hydroxyphenyl)(4-(prop-2-yn-1-yloxy)phenyl)methanone,C#CCOc1ccc(C(=O)c2ccc(O)cc2)cc1,BD01137171,100mg,195.0,InStock,1950.0,0.0,1.0,0.0,0.0
61362-77-4,tert-Butyldimethyl(pent-4-yn-1-yloxy)silane,C#CCCCO[Si](C)(C)C(C)(C)C,BD01138183,250mg,151.45,InStock,605.8,0.0,1.0,0.0,0.0
640297-84-3,"3,8-Diethynyl-1,10-phenanthroline",C#Cc1cnc2c(ccc3cc(C#C)cnc32)c1,BD01139405,100mg,505.7,InStock,5057.0,0.0,2.0,0.0,0.0
