cas,name,smi,product_id,pack_size_min,price,availability,price_per_gram,NH2_num,term_acetylene_num,N3_num,14sub_123triazole_num
237064-54-9,"Hydrazine, [[4-(phenylmethoxy)phenyl]methyl]-, hydrochloride",Cl.NNCc1ccc(OCc2ccccc2)cc1,BD01051471,100mg,126.1,InStock,1261.0,1.0,0.0,0.0,0.0
445-06-7,5-Amino-2-methylbenzene-1-sulfonyl fluoride,Cc1ccc(N)cc1S(=O)(=O)F,BD01051828,100mg,304.2,InStock,3042.0,1.0,0.0,0.0,0.0
3034-58-0,"5-Iodo-4-methyl-1,3-thiazol-2-amine",Cc1nc(N)sc1I,BD01052053,250mg,202.15,InStock,808.6,1.0,0.0,0.0,0.0
35989-06-1,6-(Pyridin-3-yl)pyridin-3-amine,Nc1ccc(-c2cccnc2)nc1,BD01052326,100mg,213.2,InStock,2132.0,1.0,0.0,0.0,0.0
51035-05-3,2-(3-Amino-9H-carbazol-9-yl)acetic acid,Nc1ccc2c(c1)c1ccccc1n2CC(=O)O,BD01052884,100mg,390.65,InStock,3906.5,1.0,0.0,0.0,0.0
51-85-4,"2,2'-Disulfanediyldiethanamine",NCCSSCCN,BD01054116,250mg,196.95,InStock,787.8,2.0,0.0,0.0,0.0
63633-46-5,"3,4-Diphenyl-1H-pyrazol-5-amine",Nc1[nH]nc(-c2ccccc2)c1-c1ccccc1,BD01054557,100mg,453.7,InStock,4537.0,1.0,0.0,0.0,0.0
1038973-85-1,1-(1-(4-(Methylsulfonyl)phenyl)ethyl)piperidin-4-amine,CC(c1ccc(S(C)(=O)=O)cc1)N1CCC(N)CC1,BD01054758,100mg,633.1,InStock,6331.0,1.0,0.0,0.0,0.0
188916-07-6,2-Amino-3-(6-chloropyridin-3-yl)propanoic acid,NC(Cc1ccc(Cl)nc1)C(=O)O,BD01055037,50mg,975.0,InStock,19500.0,1.0,0.0,0.0,0.0
20737-88-6,3-Methyl-1-phenyl-1H-pyrazol-5-amine hydrochloride,Cc1cc(N)n(-c2ccccc2)n1.Cl,BD01055436,5g,122.2,InStock,24.44,1.0,0.0,0.0,0.0
877-51-0,"1-(2,3-Dihydro-1H-inden-5-yl)ethan-1-amine",CC(N)c1ccc2c(c1)CCC2,BD01056110,100mg,647.4,InStock,6474.0,1.0,0.0,0.0,0.0
79689-41-1,2-Amino-5-ethylbenzonitrile,CCc1ccc(N)c(C#N)c1,BD01056477,100mg,554.45,InStock,5544.5,1.0,0.0,0.0,0.0
1417638-25-5,2-(3-Aminooxetan-3-yl)acetamide,NC(=O)CC1(N)COC1,BD01057006,100mg,234.0,InStock,2340.0,2.0,0.0,0.0,0.0
953744-04-2,(3-Aminophenyl)(2-(2-hydroxyethyl)piperidin-1-yl)methanone,Nc1cccc(C(=O)N2CCCCC2CCO)c1,BD01057487,100mg,461.5,InStock,4615.0,1.0,0.0,0.0,0.0
885468-60-0,1-[4-(Pyridin-3-yl)phenyl]ethan-1-amine,CC(N)c1ccc(-c2cccnc2)cc1,BD01058367,100mg,622.7,InStock,6227.0,1.0,0.0,0.0,0.0
103598-22-7,"1,4-Dibromonaphthalene-2,3-diamine",Nc1c(N)c(Br)c2ccccc2c1Br,BD01059359,100mg,367.9,InStock,3679.0,2.0,0.0,0.0,0.0
1208452-70-3,2-(Isoindolin-2-yl)ethan-1-amine dihydrochloride,Cl.Cl.NCCN1Cc2ccccc2C1,BD01060053,250mg,635.7,InStock,2542.8,1.0,0.0,0.0,0.0
1867908-80-2,(R)-Morpholine-3-carboxamide hydrochloride,Cl.NC(=O)[C@H]1COCCN1,BD01061023,100mg,624.0,InStock,6240.0,1.0,0.0,0.0,0.0
1221722-25-3,2-Amino-N-(prop-2-yn-1-yl)acetamide hydrochloride,C#CCNC(=O)CN.Cl,BD01061797,100mg,83.85,InStock,838.5,1.0,1.0,0.0,0.0
1803601-77-5,Ethyl 2-(3-(aminomethyl)phenyl)-4-methylthiazole-5-carboxylate hydrochloride,CCOC(=O)c1sc(-c2cccc(CN)c2)nc1C.Cl,BD01062609,50mg,633.75,InStock,12675.0,1.0,0.0,0.0,0.0
1269152-01-3,2-(2-Fluorophenyl)cyclopropan-1-amine hydrochloride,Cl.NC1CC1c1ccccc1F,BD01063549,100mg,520.0,InStock,5200.0,1.0,0.0,0.0,0.0
1554988-88-3,3-Methyl-5-(morpholin-4-yl)pyridin-2-amine,Cc1cc(N2CCOCC2)cnc1N,BD01063614,100mg,326.3,InStock,3263.0,1.0,0.0,0.0,0.0
2060035-83-6,Ethyl 2-amino-5-formylbenzoate,CCOC(=O)c1cc(C=O)ccc1N,BD01063809,100mg,1152.45,InStock,11524.5,1.0,0.0,0.0,0.0
1020540-64-0,2-(Thiophen-2-yl)pyridin-4-amine,Nc1ccnc(-c2cccs2)c1,BD01064036,100mg,644.8,InStock,6448.0,1.0,0.0,0.0,0.0
868697-78-3,"2-(3,4-Dichlorophenyl)acetamide",NC(=O)Cc1ccc(Cl)c(Cl)c1,BD01064095,100mg,102.7,InStock,1027.0,1.0,0.0,0.0,0.0
149977-81-1,1-(Thiophen-3-yl)propan-2-amine,CC(N)Cc1ccsc1,BD01064204,100mg,163.15,InStock,1631.5,1.0,0.0,0.0,0.0
2060031-16-3,"5-Amino-2-(tert-butoxycarbonyl)-1,2,3,4-tetrahydroisoquinoline-8-carboxylic acid",CC(C)(C)OC(=O)N1CCc2c(N)ccc(C(=O)O)c2C1,BD01064363,100mg,1340.3,InStock,13403.0,1.0,0.0,0.0,0.0
88496-95-1,3-Bromopropane-1-sulfonamide,NS(=O)(=O)CCCBr,BD01064749,100mg,610.35,InStock,6103.5,1.0,0.0,0.0,0.0
1415109-59-9,tert-Butyl 4-(4-(aminomethyl)benzyl)piperazine-1-carboxylate,CC(C)(C)OC(=O)N1CCN(Cc2ccc(CN)cc2)CC1,BD01065400,100mg,297.7,InStock,2977.0,1.0,0.0,0.0,0.0
1212104-62-5,"(1R)-1-(5,6,7,8-Tetrahydronaphthalen-2-yl)ethan-1-amine",C[C@@H](N)c1ccc2c(c1)CCCC2,BD01065506,50mg,690.3,InStock,13806.0,1.0,0.0,0.0,0.0
683740-35-4,3-(Aminomethyl)-5-chloroaniline,NCc1cc(N)cc(Cl)c1,BD01065581,100mg,274.95,InStock,2749.5,2.0,0.0,0.0,0.0
148657-37-8,1-(2-Nitrophenyl)ethan-1-amine hydrochloride,CC(N)c1ccccc1[N+](=O)[O-].Cl,BD01065957,100mg,353.6,InStock,3536.0,1.0,0.0,0.0,0.0
385376-58-9,2-Amino-6-chlorobenzene-1-thiol hydrochloride,Cl.Nc1cccc(Cl)c1S,BD01067680,100mg,531.7,InStock,5317.0,1.0,0.0,0.0,0.0
39635-16-0,2-Hydroxy-3-methoxybenzohydrazide,COc1cccc(C(=O)NN)c1O,BD01067718,250mg,92.95,InStock,371.8,1.0,0.0,0.0,0.0
1268392-91-1,4-Chloro-5-fluoro-2-methoxyaniline,COc1cc(Cl)c(F)cc1N,BD01068007,100mg,637.0,InStock,6370.0,1.0,0.0,0.0,0.0
1094411-86-5,2-(3-Fluorophenyl)pyrimidin-5-amine,Nc1cnc(-c2cccc(F)c2)nc1,BD01068499,100mg,624.0,InStock,6240.0,1.0,0.0,0.0,0.0
1864056-95-0,1-(4-Ethylphenyl)propan-1-amine hydrochloride,CCc1ccc(C(N)CC)cc1.Cl,BD01069009,100mg,484.9,InStock,4849.0,1.0,0.0,0.0,0.0
321673-30-7,[(2-Hexylcyclopentylidene)amino]thiourea,CCCCCCC1CCCC1=NNC(N)=S,BD01069039,50mg,408.85,InStock,8177.0,1.0,0.0,0.0,0.0
106635-81-8,"N4-(2,6-Dimethoxy-4-methyl-5-(3-(trifluoromethyl)phenoxy)quinolin-8-yl)pentane-1,4-diamine succinate(1:1)",COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1.O=C(O)CCC(=O)O,BD01069064,25mg,585.0,InStock,23400.0,1.0,0.0,0.0,0.0
3850-31-5,"Methyl 2-amino-3,3-dimethylbutanoate",COC(=O)C(N)C(C)(C)C,BD01069606,1g,115.05,InStock,115.05,1.0,0.0,0.0,0.0
123126-59-0,1-Benzothiophene-2-sulfonamide,NS(=O)(=O)c1cc2ccccc2s1,BD01069746,100mg,636.35,InStock,6363.5,1.0,0.0,0.0,0.0
1353636-82-4,3-Amino-3-(4-methoxyphenyl)cyclobutan-1-ol,COc1ccc(C2(N)CC(O)C2)cc1,BD01070006,50mg,396.5,InStock,7930.0,1.0,0.0,0.0,0.0
1183512-25-5,"7-(Methylsulfanyl)-2,3-dihydro-1,4-benzodioxin-6-amine",CSc1cc2c(cc1N)OCCO2,BD01070234,100mg,525.85,InStock,5258.5,1.0,0.0,0.0,0.0
196200-06-3,3-Methanesulfinylpropan-1-amine,CS(=O)CCCN,BD01071024,100mg,491.4,InStock,4914.0,1.0,0.0,0.0,0.0
1306604-78-3,2-(2-Chloro-4-fluorophenyl)propan-2-amine hydrochloride,CC(C)(N)c1ccc(F)cc1Cl.Cl,BD01071245,100mg,243.1,InStock,2431.0,1.0,0.0,0.0,0.0
2138507-91-0,1-Cyclobutylpropan-1-amine hydrochloride,CCC(N)C1CCC1.Cl,BD01071700,50mg,644.8,InStock,12896.0,1.0,0.0,0.0,0.0
1239895-42-1,tert-Butyl 2-(4-amino-2-fluorophenyl)acetate,CC(C)(C)OC(=O)Cc1ccc(N)cc1F,BD01072044,100mg,595.4,InStock,5954.0,1.0,0.0,0.0,0.0
36406-91-4,"3-Bromo-4,5-dichloroaniline",Nc1cc(Cl)c(Cl)c(Br)c1,BD01072367,100mg,139.1,InStock,1391.0,1.0,0.0,0.0,0.0
415913-05-2,Quinoline-5-sulfonamide,NS(=O)(=O)c1cccc2ncccc12,BD01072442,100mg,248.95,InStock,2489.5,1.0,0.0,0.0,0.0
99357-97-8,4-Carbamoyl-2-methylbenzoic acid,Cc1cc(C(N)=O)ccc1C(=O)O,BD01072821,100mg,582.4,InStock,5824.0,1.0,0.0,0.0,0.0
1352412-93-1,"Methyl 5-amino-2-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzoate",COC(=O)c1cc(N)ccc1B1OC(C)(C)C(C)(C)O1,BD01073082,100mg,425.75,InStock,4257.5,1.0,0.0,0.0,0.0
1042534-72-4,3-{[(4-fluorophenyl)methyl]amino}benzamide,NC(=O)c1cccc(NCc2ccc(F)cc2)c1,BD01073235,100mg,127.4,InStock,1274.0,1.0,0.0,0.0,0.0
856563-12-7,"(S)-1-(2,4-Dimethylphenyl)ethanamine",Cc1ccc([C@H](C)N)c(C)c1,BD01073631,100mg,716.3,InStock,7163.0,1.0,0.0,0.0,0.0
1235440-89-7,N-(3-Aminopropyl)thiophene-2-carboxamide hydrochloride,Cl.NCCCNC(=O)c1cccs1,BD01073655,250mg,367.9,InStock,1471.6,1.0,0.0,0.0,0.0
1834576-53-2,"[1,1':3',1'':3'',1'''-Quaterphenyl]-4,4'''-dicarboxylic acid, 4'',6'-diamino-5',5''-bis(4-carboxyphenyl)-",Nc1c(-c2ccc(C(=O)O)cc2)cc(-c2cc(-c3ccc(C(=O)O)cc3)c(N)c(-c3ccc(C(=O)O)cc3)c2)cc1-c1ccc(C(=O)O)cc1,BD01073679,50mg,768.95,InStock,15379.0,2.0,0.0,0.0,0.0
1248908-53-3,1-Benzyl-5-methyl-1H-pyrazol-4-amine,Cc1c(N)cnn1Cc1ccccc1,BD01074590,50mg,512.85,InStock,10257.0,1.0,0.0,0.0,0.0
1353636-85-7,3-Amino-3-(4-chlorophenyl)cyclobutan-1-ol,NC1(c2ccc(Cl)cc2)CC(O)C1,BD01074649,50mg,588.25,InStock,11765.0,1.0,0.0,0.0,0.0
75955-35-0,4-Amino-2-methoxy-N-methylbenzamide,CNC(=O)c1ccc(N)cc1OC,BD01074893,100mg,559.0,InStock,5590.0,1.0,0.0,0.0,0.0
1354970-44-7,"(3R)-3-Amino-3-(2,6-difluorophenyl)propanoic acid hydrochloride",Cl.N[C@H](CC(=O)O)c1c(F)cccc1F,BD01075051,100mg,919.75,InStock,9197.5,1.0,0.0,0.0,0.0
166818-86-6,2-Bromo-4-(4-methylpiperazin-1-yl)aniline,CN1CCN(c2ccc(N)c(Br)c2)CC1,BD01075559,100mg,288.6,InStock,2886.0,1.0,0.0,0.0,0.0
1019395-25-5,"3-[(2H-1,3-Benzodioxol-5-yloxy)methyl]aniline",Nc1cccc(COc2ccc3c(c2)OCO3)c1,BD01075575,250mg,317.85,InStock,1271.4,1.0,0.0,0.0,0.0
876343-33-8,2-(4-Methyl-1-piperazinyl)-4-pyridinamine,CN1CCN(c2cc(N)ccn2)CC1,BD01075669,250mg,287.95,InStock,1151.8,1.0,0.0,0.0,0.0
1545268-43-6,1-Benzyl-3-methyl-1H-pyrazol-4-amine,Cc1nn(Cc2ccccc2)cc1N,BD01076124,50mg,540.8,InStock,10816.0,1.0,0.0,0.0,0.0
170440-07-0,2-(4-Methoxyphenoxy)pyridin-3-amine,COc1ccc(Oc2ncccc2N)cc1,BD01076824,100mg,461.5,InStock,4615.0,1.0,0.0,0.0,0.0
156522-10-0,N-[2-Amino-4-(trifluoromethyl)phenyl]methanesulfonamide,CS(=O)(=O)Nc1ccc(C(F)(F)F)cc1N,BD01076850,100mg,164.45,InStock,1644.5,1.0,0.0,0.0,0.0
1179235-39-2,1-(3-Methoxypropyl)-1H-pyrazol-3-amine,COCCCn1ccc(N)n1,BD01076870,100mg,351.65,InStock,3516.5,1.0,0.0,0.0,0.0
2151915-22-7,"[2'-(Amino-κN)[1,1'-biphenyl]-2-yl-κC][[2'-(diphenylphosphino)[1,1'-binaphthalen]-2-yl]diphenylphosphine-κP](methanesulfonato-κO)palladium",CS(=O)(=O)O.Nc1ccccc1-c1[c-]cccc1.[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,BD01076957,250mg,76.7,InStock,306.8,1.0,0.0,0.0,0.0
1864074-40-7,1-(Furan-2-yl)butan-1-amine hydrochloride,CCCC(N)c1ccco1.Cl,BD01077630,100mg,568.75,InStock,5687.5,1.0,0.0,0.0,0.0
937-02-0,"5-tert-Butyl-1,2,4-triazin-3-amine",CC(C)(C)c1cnnc(N)n1,BD01077664,100mg,236.6,InStock,2366.0,1.0,0.0,0.0,0.0
2138165-91-8,1-(3-Fluoro-4-methylphenyl)ethanamine hydrochloride,Cc1ccc(C(C)N)cc1F.Cl,BD01077989,100mg,899.6,InStock,8996.0,1.0,0.0,0.0,0.0
5437-40-1,2-Amino-3-ethylbenzoic acid,CCc1cccc(C(=O)O)c1N,BD01078253,100mg,343.2,InStock,3432.0,1.0,0.0,0.0,0.0
112574-44-4,(E)-2-((5-Nitrofuran-2-yl)methylene)hydrazinecarboxamide,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,BD01078356,100mg,240.5,InStock,2405.0,1.0,0.0,0.0,0.0
50292-25-6,"3,4-Dichlorobenzene-1-carboximidamide hydrochloride",Cl.N=C(N)c1ccc(Cl)c(Cl)c1,BD01078443,1g,62.4,InStock,62.4,1.0,0.0,0.0,0.0
2828431-86-1,(1-(2-Aminoethyl)-1H-pyrazol-4-yl)boronic acid hydrochloride,Cl.NCCn1cc(B(O)O)cn1,BD01078690,100mg,498.55,InStock,4985.5,1.0,0.0,0.0,0.0
1334148-30-9,5-Amino-1-isopropylpiperidin-2-one,CC(C)N1CC(N)CCC1=O,BD01078757,100mg,631.15,InStock,6311.5,1.0,0.0,0.0,0.0
944-33-2,4-(2-Bromoacetyl)benzene-1-sulfonamide,NS(=O)(=O)c1ccc(C(=O)CBr)cc1,BD01078908,100mg,391.95,InStock,3919.5,1.0,0.0,0.0,0.0
885468-61-1,1-(4-(Pyridin-4-yl)phenyl)ethan-1-amine,CC(N)c1ccc(-c2ccncc2)cc1,BD01079615,250mg,800.15,InStock,3200.6,1.0,0.0,0.0,0.0
1212843-46-3,4-[(1S)-1-Aminoethyl]benzene-1-sulfonamide,C[C@H](N)c1ccc(S(N)(=O)=O)cc1,BD01079990,100mg,513.5,InStock,5135.0,2.0,0.0,0.0,0.0
919789-80-3,"4-(1,2,2-Triphenylvinyl)aniline",Nc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,BD01080402,100mg,27.95,InStock,279.5,1.0,0.0,0.0,0.0
454-94-4,3-Carbamoylbenzene-1-sulfonyl fluoride,NC(=O)c1cccc(S(=O)(=O)F)c1,BD01081012,100mg,432.25,InStock,4322.5,1.0,0.0,0.0,0.0
343868-71-3,2-Aminoquinolin-4(1H)-one,Nc1cc(=O)c2ccccc2[nH]1,BD01081143,50mg,393.9,InStock,7878.0,1.0,0.0,0.0,0.0
498581-24-1,3-(Trifluoromethyl)pentan-3-amine hydrochloride,CCC(N)(CC)C(F)(F)F.Cl,BD01081160,100mg,639.6,InStock,6396.0,1.0,0.0,0.0,0.0
1375472-38-0,1-(3-Fluoro-4-methoxyphenyl)ethan-1-amine hydrochloride,COc1ccc(C(C)N)cc1F.Cl,BD01081380,100mg,719.55,InStock,7195.5,1.0,0.0,0.0,0.0
1098069-37-4,1-(3-Fluoro-5-(trifluoromethyl)phenyl)ethanamine,CC(N)c1cc(F)cc(C(F)(F)F)c1,BD01081481,100mg,1394.25,InStock,13942.5,1.0,0.0,0.0,0.0
1314212-39-9,"N-(4-(Aminomethyl)-2,6-dimethylphenyl)-5-(2,5-dichlorophenyl)furan-2-carboxamide",Cc1cc(CN)cc(C)c1NC(=O)c1ccc(-c2cc(Cl)ccc2Cl)o1,BD01081568,25mg,625.3,InStock,25012.0,1.0,0.0,0.0,0.0
181828-06-8,Sodium of polyaspartic acid,NC(CC(=O)O)C(=O)O,BD01081940,25g,21.45,InStock,0.86,1.0,0.0,0.0,0.0
20887-06-3,N-(2-Aminobenzyl)aniline,Nc1ccccc1CNc1ccccc1,BD01082000,100mg,244.4,InStock,2444.0,1.0,0.0,0.0,0.0
2177265-07-3,(R)-2-amino-2-(2-bromo-4-fluorophenyl)acetic acid hydrochloride,Cl.N[C@@H](C(=O)O)c1ccc(F)cc1Br,BD01082040,100mg,1289.6,InStock,12896.0,1.0,0.0,0.0,0.0
1158368-07-0,1-Methanesulfonylpropan-2-amine hydrochloride,CC(N)CS(C)(=O)=O.Cl,BD01082180,100mg,549.9,InStock,5499.0,1.0,0.0,0.0,0.0
1801739-59-2,2-Amino-2-(3-fluorophenyl)acetamide hydrochloride,Cl.NC(=O)C(N)c1cccc(F)c1,BD01082275,100mg,272.35,InStock,2723.5,2.0,0.0,0.0,0.0
1354953-43-7,2-[4-(Aminomethyl)piperidin-1-yl]acetonitrile dihydrochloride,Cl.Cl.N#CCN1CCC(CN)CC1,BD01082489,50mg,523.9,InStock,10478.0,1.0,0.0,0.0,0.0
1414662-67-1,"[1,1':3',1''-Terphenyl]-4,4''-dicarboxylic acid, 2'-amino-5'-(4-carboxyphenyl)-",Nc1c(-c2ccc(C(=O)O)cc2)cc(-c2ccc(C(=O)O)cc2)cc1-c1ccc(C(=O)O)cc1,BD01082984,100mg,81.25,InStock,812.5,1.0,0.0,0.0,0.0
23516-80-5,"1-(3-Aminophenyl)-2,2,2-trifluoroethan-1-one",Nc1cccc(C(=O)C(F)(F)F)c1,BD01083147,100mg,545.35,InStock,5453.5,1.0,0.0,0.0,0.0
22907-30-8,"2,2'-(Propane-2,2-diylbis(sulfanediyl))diethanamine",CC(C)(SCCN)SCCN,BD01083430,50mg,681.2,InStock,13624.0,2.0,0.0,0.0,0.0
1773563-10-2,(5-Amino-2-chloropyridin-4-yl)(cyclopropyl)methanone,Nc1cnc(Cl)cc1C(=O)C1CC1,BD01083535,100mg,215.8,InStock,2158.0,1.0,0.0,0.0,0.0
1329748-51-7,1-(2-Methylpyrimidin-4-yl)piperidin-4-amine,Cc1nccc(N2CCC(N)CC2)n1,BD01083643,100mg,539.5,InStock,5395.0,1.0,0.0,0.0,0.0
82867-36-5,2-Cyclohexyl-1-phenylethan-1-amine hydrochloride,Cl.NC(CC1CCCCC1)c1ccccc1,BD01084127,100mg,456.3,InStock,4563.0,1.0,0.0,0.0,0.0
1444356-81-3,1-(2-Amino-5-fluoro-4-methoxyphenyl)ethan-1-one,COc1cc(N)c(C(C)=O)cc1F,BD01084203,100mg,458.9,InStock,4589.0,1.0,0.0,0.0,0.0
52476-88-7,4-Chloro-6-hydrazinyl-2-methylpyrimidine,Cc1nc(Cl)cc(NN)n1,BD01084247,250mg,635.7,InStock,2542.8,1.0,0.0,0.0,0.0
24007-66-7,N-(4-Aminobenzyl)aniline,Nc1ccc(CNc2ccccc2)cc1,BD01084282,250mg,350.35,InStock,1401.4,1.0,0.0,0.0,0.0
1233344-51-8,3-Amino-1-phenylpiperidin-2-one,NC1CCCN(c2ccccc2)C1=O,BD01084515,100mg,509.6,InStock,5096.0,1.0,0.0,0.0,0.0
479065-36-6,1-(Tetrahydrofuran-3-yl)ethan-1-amine,CC(N)C1CCOC1,BD01084528,100mg,595.4,InStock,5954.0,1.0,0.0,0.0,0.0
172699-35-3,"1-(2,6-Dichlorophenyl)ethanamine",CC(N)c1c(Cl)cccc1Cl,BD01084536,25mg,331.5,InStock,13260.0,1.0,0.0,0.0,0.0
24367-94-0,N-(4-(4-Aminobenzyl)phenyl)acetamide,CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1,BD01084570,100mg,545.35,InStock,5453.5,1.0,0.0,0.0,0.0
90841-85-3,1-Amino-3-iodonaphthalene,Nc1cc(I)cc2ccccc12,BD01084639,100mg,1082.9,InStock,10829.0,1.0,0.0,0.0,0.0
15839-70-0,"(((2R,3S,4R,5R)-5-(2-Amino-6-oxo-3,6-dihydro-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl) methyl) ((2R,3S,4R,5S,6S)-3,4,5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yl) dihydrogen diphosphate",C[C@@H]1O[C@H](OP(=O)(OC[C@H]2O[C@@H](n3cnc4c(=O)nc(N)[nH]c43)[C@H](O)[C@@H]2O)OP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]1O,BD01085129,50mg,521.95,InStock,10439.0,1.0,0.0,0.0,0.0
1616415-91-8,2-Ethyl-6-methoxypyridin-3-amine,CCc1nc(OC)ccc1N,BD01085242,100mg,526.5,InStock,5265.0,1.0,0.0,0.0,0.0
1258649-52-3,Methyl 3-amino-3-[4-(methylsulfanyl)phenyl]propanoate hydrochloride,COC(=O)CC(N)c1ccc(SC)cc1.Cl,BD01085389,100mg,720.85,InStock,7208.5,1.0,0.0,0.0,0.0
1021871-55-5,2-(1H-Inden-3-yl)ethan-1-amine hydrochloride,Cl.NCCC1=CCc2ccccc21,BD01085442,100mg,551.85,InStock,5518.5,1.0,0.0,0.0,0.0
2091909-84-9,Methyl 5-amino-4-bromo-2-nitrobenzoate,COC(=O)c1cc(N)c(Br)cc1[N+](=O)[O-],BD01085566,1g,133.25,InStock,133.25,1.0,0.0,0.0,0.0
6925-48-0,4-((4-Aminophenyl)diazenyl)benzoic acid,Nc1ccc(N=Nc2ccc(C(=O)O)cc2)cc1,BD01086800,250mg,130.0,InStock,520.0,1.0,0.0,0.0,0.0
1591732-98-7,"2,5-Bis(3-(ethylthio)propoxy)terephthalohydrazide",CCSCCCOc1cc(C(=O)NN)c(OCCCSCC)cc1C(=O)NN,BD01086804,50mg,456.3,InStock,9126.0,2.0,0.0,0.0,0.0
295357-66-3,2-(4-Amino-1-oxoisoindolin-2-yl)pentanedioic acid,Nc1cccc2c1CN(C(CCC(=O)O)C(=O)O)C2=O,BD01087087,100mg,1425.45,InStock,14254.5,1.0,0.0,0.0,0.0
895636-40-5,3-Chloro-4-(2-(dimethylamino)ethoxy)aniline,CN(C)CCOc1ccc(N)cc1Cl,BD01087222,100mg,644.15,InStock,6441.5,1.0,0.0,0.0,0.0
467451-88-3,3-(2-Aminoethyl)-1H-indole-6-carbonitrile,N#Cc1ccc2c(CCN)c[nH]c2c1,BD01087269,100mg,577.2,InStock,5772.0,1.0,0.0,0.0,0.0
2416138-42-4,(S)-2-Amino-4-(bis(2-((3-methylbenzyl)oxy)benzyl)amino)butanoic acid hydrochloride,Cc1cccc(COc2ccccc2CN(CC[C@H](N)C(=O)O)Cc2ccccc2OCc2cccc(C)c2)c1.Cl,BD01087284,50mg,571.35,InStock,11427.0,1.0,0.0,0.0,0.0
1097820-03-5,3-Bromo-2-((dimethylamino)methyl)aniline,CN(C)Cc1c(N)cccc1Br,BD01087530,100mg,554.45,InStock,5544.5,1.0,0.0,0.0,0.0
69320-88-3,tert-Butyl 2-aminopropanoate hydrochloride,CC(N)C(=O)OC(C)(C)C.Cl,BD01087563,1g,26.0,InStock,26.0,1.0,0.0,0.0,0.0
35761-15-0,"(3S)-3,6-Diaminohexanoic acid dihydrochloride",Cl.Cl.NCCC[C@H](N)CC(=O)O,BD01087571,100mg,1277.9,InStock,12779.0,2.0,0.0,0.0,0.0
1391592-93-0,(R)-2-Amino-2-(o-tolyl)ethan-1-ol hydrochloride,Cc1ccccc1[C@@H](N)CO.Cl,BD01087970,100mg,978.9,InStock,9789.0,1.0,0.0,0.0,0.0
2193065-31-3,1-(3-Fluorophenyl)but-3-yn-2-amine hydrochloride,C#CC(N)Cc1cccc(F)c1.Cl,BD01088129,50mg,339.3,InStock,6786.0,1.0,1.0,0.0,0.0
358638-36-5,"(Z)-N-(2-(((5-((Dimethylamino)methyl)furan-2-yl)methyl)thio)ethyl)-N-methyl-2-nitroethene-1,1-diamine hydrochloride",CN(C)Cc1ccc(CSCCN(C)/C(N)=C\[N+](=O)[O-])o1.Cl,BD01088169,1g,21.45,InStock,21.45,1.0,0.0,0.0,0.0
190779-64-7,"(2,4,6-Triethylbenzene-1,3,5-triyl)trimethanamine trihydrochloride",CCc1c(CN)c(CC)c(CN)c(CC)c1CN.Cl.Cl.Cl,BD01088244,100mg,194.35,InStock,1943.5,3.0,0.0,0.0,0.0
291514-02-8,But-3-ene-1-sulfonamide,C=CCCS(N)(=O)=O,BD01088391,100mg,709.15,InStock,7091.5,1.0,0.0,0.0,0.0
7544-53-8,3-Ethyl-5-methylaniline,CCc1cc(C)cc(N)c1,BD01088553,100mg,193.7,InStock,1937.0,1.0,0.0,0.0,0.0
2711-56-0,2-(3-(Trifluoromethyl)phenyl)cyclopropanamine hydrochloride,Cl.NC1CC1c1cccc(C(F)(F)F)c1,BD01088727,100mg,580.45,InStock,5804.5,1.0,0.0,0.0,0.0
1596117-29-1,"(4-(6-Methyl-1,2,4,5-tetrazin-3-yl)phenyl)methanamine hydrochloride",Cc1nnc(-c2ccc(CN)cc2)nn1.Cl,BD01088890,100mg,312.0,InStock,3120.0,1.0,0.0,0.0,0.0
1354950-21-2,2-Amino-3-(5-bromo-2-methoxyphenyl)propanoic acid hydrochloride,COc1ccc(Br)cc1CC(N)C(=O)O.Cl,BD01088951,100mg,471.25,InStock,4712.5,1.0,0.0,0.0,0.0
886365-78-2,(1-(o-Tolyl)cyclopropyl)methanamine,Cc1ccccc1C1(CN)CC1,BD01089085,25mg,378.95,InStock,15158.0,1.0,0.0,0.0,0.0
34642-77-8,"Sodium (2S,5R,6R)-6-((R)-2-amino-2-(4-hydroxyphenyl)acetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],BD01089378,5g,46.8,InStock,9.36,1.0,0.0,0.0,0.0
